title;Dish;Rating;Description;Price
Royale Asian;Singapuri Noodles Chicken;;We do not use MSG in any of our items);₹199
Royale Asian;Singapuri Noodles Egg;;We do not use MSG in any of our items);₹199
Royale Asian;Singapuri Noodles Paneer;;We do not use MSG in any of our items);₹199
Royale Asian;Singapuri Noodles Prawn;;We do not use MSG in any of our items);₹269
Royale Asian;Singapuri Noodles Vegetable;;We do not use MSG in any of our items);₹179
Royale Asian;Chicken Japanese Udon Noodles;;We do not use MSG in any of our items);₹379
Royale Asian;Chicken Japenese Miso Ramen;;We do not use MSG in any of our items);₹359
Royale Asian;Chicken Spicy Korean Ramen;;We do not use MSG in any of our items);₹309
Royale Asian;Egg Japanese Udon Noodles;;We do not use MSG in any of our items);₹359
Royale Asian;Non Veg Ramen Noodle Soup [Spicy] Japanese;;We do not use MSG in any of our items);₹309
Royale Asian;Paneer Japanese Udon Noodles;;We do not use MSG in any of our items);₹359
Royale Asian;Paneer Veg Sushi;;We do not use MSG in any of our items);₹809
Royale Asian;Prawn Japanese Udon Noodles;;We do not use MSG in any of our items);₹409
Royale Asian;Sushi Veg;;We do not use MSG in any of our items);₹709
Royale Asian;Veg Ramen Noodle Soup [Spicy] Japanese;;We do not use MSG in any of our items);₹309
Royale Asian;Veg Spicy Korean Ramen;3.27;We do not use MSG in any of our items);₹309
Royale Asian;Vegetable Japanese Udon Noodles;;We do not use MSG in any of our items);₹309
Royale Asian;Chicken Green Thai Curry;;We do not use MSG in any of our items);₹259
Royale Asian;Chicken Red Thai Curry;;We do not use MSG in any of our items);₹269
Royale Asian;Steamed Rice;;We do not use MSG in any of our items);₹119
Royale Asian;Veg Green Thai Curry;;We do not use MSG in any of our items);₹259
Royale Asian;Veg Red Thai Curry;;We do not use MSG in any of our items);₹229
Royale Asian;Chicken Pad Thai Noodles;;We do not use MSG in any of our items);₹309
Royale Asian;Egg Pad Thai Noodles;;We do not use MSG in any of our items);₹269
Royale Asian;Paneer Pad Thai Noodles;;We do not use MSG in any of our items);₹309
Royale Asian;Prawn Pad Thai Noodles;;We do not use MSG in any of our items);₹309
Royale Asian;Veg Pad Thai Noodles;3.98;We do not use MSG in any of our items);₹249
Royale Asian;Chicken Khow Suey;;We do not use MSG in any of our items);₹369
Royale Asian;Prawn Khow Suey;;We do not use MSG in any of our items);₹409
Royale Asian;Veg Khow Suey;;We do not use MSG in any of our items);₹339
Royale Asian;Chilli Chicken Gravy;;We do not use MSG in any of our items);₹239
Royale Asian;Chilli Paneer Gravy;;We do not use MSG in any of our items);₹229
Royale Asian;Mushroom Chilli Gravy;;We do not use MSG in any of our items);₹249
Royale Asian;Veg Manchurian Gravy;;We do not use MSG in any of our items);₹199
Royale Asian;Vegetables Hot Garlic Sauce;;We do not use MSG in any of our items);₹209
Royale Asian;Chilli Chicken With Fried Rice;;We do not use MSG in any of our items);₹239
Royale Asian;Chilli Chicken With Noodle;;We do not use MSG in any of our items);₹249
Royale Asian;Chilli Paneer With Fried Rice;3.6;We do not use MSG in any of our items);₹209
Royale Asian;Chilli Paneer With Noodle;;We do not use MSG in any of our items);₹239
Royale Asian;Veg Manchurian With Noodle;;We do not use MSG in any of our items);₹229
Royale Asian;Vegetable Manchurian With Fried Rice;4.49;We do not use MSG in any of our items);₹199
Tickled Pink;Chicken Chettinad;;South Style Spicy Chicken, Malabar Paratha;₹525
Tickled Pink;Smoked Butter Chicken;;Tandoori Chicken Tikka, Makhani Sauce & Makhan;₹525
Tickled Pink;Chicken Tikka Masala;;Spiced Chicken Tikka, Onion And Tomato Gravy;₹525
Tickled Pink;Kadhai Chicken;;Onion, Chicken, Tomato Gravy, Bell Pepper, Kadhai Masala;₹555
Tickled Pink;Smoked Mutton Nihari;;Slow Cooked Mutton in Onion Tomato Sauce with Blend of Indian Spices;₹595
Tickled Pink;Tari Wala Mutton;;Slow Cooked Mutton, Home Style Gravy;₹625
Tickled Pink;Chicken Rara;;Rich & Creamy Lip-smacking Chicken, Slow Cooked on Tawa;₹555
Tickled Pink;Mutton Rara;;Mutton Pieces & Mince, Spicy Aromatic Whole Spices Blnd, Tomato Gravy;₹625
Tickled Pink;Grilled Chicken;;Spiced Chicken On Bone, Confit Tomato, Citrus Mash, Steamed Greens, Green Chilly Juice;₹595
Tickled Pink;Smoked Chicken Burger;;Grilled Chicken, Grilled Tomato, Three Cheese, Avocado, Baby Spinach;₹495
Tickled Pink;Bhunna Ghost;;Tender Mutton, Indian Spices, Tawa Tossed;₹625
Tickled Pink;Rogan Josh;;Tender Mutton In Pouring Rogan Josh Gravy, Lachha Paratha;₹625
Tickled Pink;Tp Special Chicken Spinach Florentine;;Stuffed Chicken Breast, Spinach & Mushroom Sauce, Parsley Butter Rice, Boiled Vegies;₹595
Tickled Pink;Shanghai Chicken;;Cube Chicken combined with Capsicum, Onion and Cashnew Nut in a Red Sauce;₹595
Tickled Pink;Chicken In Hot Garlic Sauce;;Diced Chicken cooked with Hot Garlic sauce;₹595
Tickled Pink;Dum Chicken Biryani;;Arabic Spiced Nawabi Chicken Tandoori Biryani, Cucumber Taziki, Pickled Beetroots;₹495
Tickled Pink;Special Non - Veg Chinese Sizzler;;Chef'S Choice, Its Awsome;₹795
Tickled Pink;Grilled Fish Fillet;;Mustard Grilled Fish Fillet, Saffron Rice, Confit Tomato, Steamed Sesame;₹695
Tickled Pink;Chicken Tikka Rice;;Spiced Chicken Tikka, Masala Gravy, Rice;₹495
Tickled Pink;Hyderabadi Mutton Biryani;;Arabic Spiced Mutton Pieces Biryani, Cucumber Taziki, Pickled Beetroots;₹595
Tickled Pink;Dal Pakwan;;Classic Sindhi Kitchen Snack, Spies Channa Dal, Crispy Fitters & Masala Onion Slaw;₹325
Tickled Pink;Palak Patta Chaat;;Spinach Leaves, Dragon Fruit Smoothie, Green Mint Chutney, Mango Jam, Sev & Gruchalla;₹395
Tickled Pink;Chole & Aloo Tikki Chaat;;Potato Tikki, Masala Aloo Chana, Sauth Chutney, Mint Relish & Tickled;₹495
Tickled Pink;Bombay Vada Pav;;Deep Fried Potato Dumpling, Pav Bun, Bombay Spices & Green Chilli;₹395
Tickled Pink;Matar Kulcha Hummus;;Spicy Matar Hummus, Onion, Green Chilli Achar & Kulcha Lavosh;₹495
Tickled Pink;Og Amritsari Chhole Kulche;;Traditional Variant of Naan Stuffed with Aloo & Indian Spices, Served with Amritsari Chhole & Whipped Butter;₹545
Tickled Pink;Chow Patty In A Bowl;;Mumbai Style Spicy Vegetable Bhaji, Mix Maska Pav, Onion Slaw & Whipped Butter;₹495
Tickled Pink;Kema Pav;;Minced Spiced Mutton Keema & Pav Bread;₹545
Tickled Pink;Classic French Fries;;Potato Chips, Salted, Peri Peri;₹225
Tickled Pink;Masala Papad;;Fried Papad, Choppen Onions & Tomato, Green Chilli;₹195
Tickled Pink;Classic Masala Peanuts;;Little Munching Partner;₹225
Tickled Pink;Crispy Corn Bhel;;All Time Favourite Crispy Corns, Kimchi, Mayonnaise;₹395
Tickled Pink;Black Rice Bhel Puri;;Og Black Rice Bhel;₹395
Tickled Pink;Corn Potato Bravas;;Crispy Fried Corn & Cheese Stuffed Potato Rolls, Chinese Tangy Sauce;₹395
Tickled Pink;Patiala Fried Chicken;;Crispy Fried Chicken, Patiala Masala Dusted & Patiala House Ketchup;₹445
Tickled Pink;Chicken Keema Papri Chaat;;Coin Papdi, Sauth Chutney, Silwata Hari Chutney, Chicken Keema & Vegies;₹555
Tickled Pink;Baked Mexicola Of Nachos;;Classic Mexican Baked Masala Nachos, Refreid Beans, Smoked Chipotle Salsa, Hass Avacado, Liquid Cheese & Jalapenos;₹595
Tickled Pink;Future Is Green;;Mix Greens, Classic Onion, Cucumber, Tomato & Carrot Salad;₹225
Tickled Pink;Roasted Chicken Cheese Salad;;Tandoori Chicken, Potato Spheres, French Green beens, Carrots, Boiled Egg, Baby Capers, Chive Spiced Cream Cheese, Garlic Sticks;₹495
Tickled Pink;Greek Feta Salad;;Feta Cheese, Cucumber, Tomato, Oregano Olive Oil;₹395
Tickled Pink;Traditional Ceaser Salad;;Herb Croutons, Garlic Cheese, Parmesan Flakes, Plum Tomatoes, Olives, Ceaser Dressing;₹395
Tickled Pink;Signature Green Salad;;Wild Arugula, Hass Avocado, Broccoli, Tender Asparagus, Edamame beans, Healty Seed Mix & Honey Mustard Dressing;₹595
Tickled Pink;Cream De Soup;;Creamy soup, Button Mushroom, Crushed Pepper;₹245
Tickled Pink;Creamy Corn Chowder With Puff Sticks;;Classic Sweet Corn Soup with Vegetables and Soup Buns;₹245
Tickled Pink;Creamy Tomato Soup;;Creamy tomato, Crushed Pepper, Bread Crumps;₹245
Tickled Pink;Sichuan Hot N Sour Soup;;Classic Oriental All time Favourite;₹295
Tickled Pink;Meri Maggi Thupka;;Spicy Noodle Soup & Assorted Vegetables;₹325
Tickled Pink;Peppery Manchow;;Sharp Peppery Ginger & Garlic Thick Broth with Crispy Fried Noodles;₹295
Tickled Pink;Wonton Soup;;Homemade Wontons, Asian Greens & Star Anise Broth;₹325
Tickled Pink;Crystal Spring Dimsum;;Crunchy Vegetables, Seasme, Chilli, Coriander Oil;₹295
Tickled Pink;Spinach And Mushroom Dimsum;;Steamed Spinach, Minced Mushroom, Seasme, Coriander Oil;₹295
Tickled Pink;Multiple Mushroom Bao;;Braised mushrooms, Shimizu, button Mushroom, White Fungus, Bird Eye Chilli, Burnt Garlic Flakes;₹495
Tickled Pink;Schezwan Fried Wonton Basket;;Fried Wonton, Smoked Schezwan, Chilly Bean Ponzu;₹395
Tickled Pink;Hanging Globe Vegetarian Bao;;Fresh Cottage Cheese, Five Spice, Spinach, Carrot, Garlic Flakes;₹495
Tickled Pink;Smoked Chicken Dimsum;;Minced Chicken, Bok Choy, Sriracha;₹395
Tickled Pink;Spicy Barbecued Chicken Bao;;Spiced Barbequed Chicken, Crispy Scallion, Garlic Flakes;₹545
Tickled Pink;Crispy Salt & Pepper;;Crispy Vegetables, Wok Tossed, Chinese Spices;₹355
Tickled Pink;Honey Chilli Potato;;Potato Fingers, Deep Fried, Sweet Honey Sauce;₹295
Tickled Pink;Cheese Cigar Rolls;;Crispy Rolls stuffed with Cheese, Sweet Chilli Saucer, Kimchi;₹355
Tickled Pink;Cigar Spring Rolls;;Sauted Asian Veg Stuffed Crispy Rolls, Spicy Sauce, Kimchi;₹395
Tickled Pink;Classic Chilli Paneer Dry;;Classic Favourite Starter - Famours Pan INDIA;₹395
Tickled Pink;Cocktail Idli;;Cocktail Pan Seared Idli Tossed With Dynamic Green & Red Sriracha;₹395
Tickled Pink;Tandoori Aloo;;Charcoal Grilled, Indian Spices, Baby Potatoes;₹395
Tickled Pink;Dahi Cheese Kebabs;;Fried Hung Curd and Cheese Kebabs, Pickled Chili;₹395
Tickled Pink;Classic Turkish Humus;;Humus, Lavash, Pita, House Pickles;₹425
Tickled Pink;Soudough Three Way Bruschetta Veg;;Soudough Bruschetta with Guacamole, Mushrooms, Onion & Bree, Cherry Tomato & Olive Tapende;₹425
Tickled Pink;Avocado Toast;;Grilled Soudough Bread, Avocado & Microgreens;₹455
Tickled Pink;Paneer Tikka Toastie;;Sirka Onion,Chutney, Mango Kalonji Chutney & Magic Masala;₹455
Tickled Pink;Achari Protein Quesadilla Veg;;Spicy Choice of Protein, Salsa Mixed Veggies, Quesadillla Bread, Green Chilli Mustard Pickle, Burani Sour Cream;₹455
Tickled Pink;Dhuaan Paneer Tikka Nest Tart;;Kataifi Nest, Tikka Pate, Sherry Vinegar Pickled Onions;₹455
Tickled Pink;Trio Paneer Tikka;;Roasted Paneer, Charcoal Grilled, Lal Mirch Marinated, Malai Marinated, Spicy Onion Slaw;₹455
Tickled Pink;Smoked Mushroom Galouti Tickled;;Mushroom Pate & Charcoal Smoked Kebab, Saffron Paratha, Picked Onions;₹455
Tickled Pink;Mushroom Duplex;;Batter Fried, Button Mushroom, Barbeque/Chilli Sauce;₹455
Tickled Pink;Mushroom Do Pyaza Tacos;;Creamy Do Pyaza Khumbh, Spicy Gravy & Soft Saffron Tortilla;₹545
Tickled Pink;Vegetarian Ramen Bowl;;Pan Fried Ramen, Wokked Asian Greens, Spicy Garlic Juice;₹595
Tickled Pink;Tickled Veg Platter;;Dahi Kebab, Mushroom Galawat, Paneer Tikka, Malai Tikka, Tandoori Aloo, Mushroom Duplex, 2pcs each;₹895
Tickled Pink;Tandoori Chicken Skewers;;Grilled Chicken Skewers, Spicy Sauce;₹475
Tickled Pink;Satya Tandoori Chicken Wings;;Spicy Peanut Satya Charred Chicken Wings, Asian Law, Coriander Seasme Road Relish;₹455
Tickled Pink;Chicken Lollypop;;Deep Fried Cruncy Chicken Leg Pieces, Spicy Sauce;₹455
Tickled Pink;Classic Chilli Chicken Dry;;Classic Favourite Starter - Famours Pan INDIA;₹495
Tickled Pink;South Style - Chicken 65;;Classic Chicken 65;₹525
Tickled Pink;Wok Tossed Chilli Fish;;Basa Fish, Wok Tossed, Chinese Sauces;₹525
Tickled Pink;Spicy Buffalo Wings;;Chicken Wings & Homemade Hot Sauce;₹525
Tickled Pink;Amritsari Fish Fingers;;Crispy Fish Fingers, Chili Garlic Dijonnaise, Asian Sllaw, Tartar Sauce;₹525
Tickled Pink;Special Nizami Seekh Kebab;;Charcoal Grilled, Nizami Spices, Paratha Rolled, Must Have;₹555
Tickled Pink;Peshawari Mutton Seekhpeshawari Mutton Seekh;;Roasted Seekh, Mutton Mins, Peshawari Spices, Sirka Onion;₹545
Tickled Pink;Dhuaan Chicken Tikka Nest Tart;;Kataifi Nest, Chicken Tikka Pate, Sherry Vinegar & Pickled Onions;₹545
Tickled Pink;Chipotle Tawa Chicken Tacos;;Tawa Chicken & Soft Saffron Tortilla;₹545
Tickled Pink;Tunday Style Mutton Galawat Kebab;;Spiced Mutton, Malabar Paratha, Coriander and Ginger Relish;₹555
Tickled Pink;Balochistan Raan Tacos;;Pulled Lamb Leg, Spicy Gravy & Soft Saffron Tortilla;₹695
Tickled Pink;Chicken Chettinad Quesadilla;;South Style Shredded Chicken, Curry Leaf Dust, Malabar Paratha Fold, Ghsot Pepper Mayonnaise;₹595
Tickled Pink;Sourdough Three Way Bruschetta Non-Veg;;Sourdough Bruschetta with Smoked Chicken & Avacado, Smoked Salmon & Dill Cream Cheese & Wild Arugula;₹555
Tickled Pink;Trio Chicken Tikka;;Roasted Chicken, Charcoal Grilled, Lal Mirch Marinated, Malai Marinated, Spicy Onion Slaw;₹695
Tickled Pink;Mustard Crusted Fish Tikka;;Bengali Style, Mustard Marinated Fish, Coriander & Roast Tomato relish;₹695
Tickled Pink;Butter Garlic Prawns;;Butter Glazed, Creamy Garlic Prawns, Black Pepper;₹695
Tickled Pink;Lucknow Signature Tandoori Chicken;;Charcoal Roasted, Indian Spices, Spicy & Hot;₹695
Tickled Pink;Kakori Kebabs;;Needs no Description;₹695
Tickled Pink;Tickled Non-Veg Platter;;Chicken Tikka, Nizami Seekh, Mutton Seekh, Fish Tikka, Roasted Chicken, Galawat Kebab, 2pcs each;₹1195
Tickled Pink;Tandoori Prawns;;Goan Fiery Spiced Roasted Prawns, Curry Leaf Dust;₹795
Tickled Pink;Classic Margherita;;House Made Base with Special Tomato Sauce, Cheese, Basil, Oregano;₹425
Tickled Pink;Peri-Peri Vegetable Pizza;;Garden Vegetable, House Made Tomato Sauce Base, Chilli, Cheese, Oregano;₹455
Tickled Pink;All Veggie Pizza;;Tomato, Fresh Mozzarella, Roasted Yellow Pepper, Broccoli, Spinach, Olives, Arugula & Balsamic;₹555
Tickled Pink;Spicy Paneer Tikka Pizza;;In House Makhani Sauce, Mozzarella Cheese, Tandoori Mushroom, Paneer Tikka, Capsicum, Onion, Olives, Bell Peppers;₹495
Tickled Pink;Peri-Peri Chicken Pizza;;Pulled Barbequed Peri-Peri Chicken, Spanish Onions, Mushrooms, Peri-Peri Mayonnaise.;₹555
Tickled Pink;Paprika Smoked Chicken Pizza;;Pulled Chicken, Sundried Tomato, Spring Chicken & Olives;₹595
Tickled Pink;Tickled Meat Pizza;;Mutton Keema, Bolognese Sauce, Mozzarella Cheese, Chicken Tikka, Bell Peppers, Onions, Chilli;₹595
Tickled Pink;Half N Half Pizza;;Choose any Two Different Pizza and get half of each.;₹595
Tickled Pink;Aglio E Olio;;Tossed Spaghetti, Olive Oil, Chilli Flakes, Oregano;₹455
Tickled Pink;Butter Chicken Mac And Cheese Pasta;;Creamy Cheese Macroni in Butter Chicken Sauce;₹455
Tickled Pink;Baked Smoked Chicken Ravioli;;Roasted Spring Chicken Ravioli, White Sauce & Extra Virgin Olive Oil;₹495
Tickled Pink;Baked Spinach & Mushroom Ravioli;;Creamed Spinach, Mushroom Ravioli & Tomatina;₹455
Tickled Pink;Wild Mushroom Risotto;;Charred Wild Mushroom, Wine, Creamy Risotto & Basil;₹495
Tickled Pink;Smoked Chicken Risotto;;Slow Cooked Chicek Risotto, Spanish Onions, Wine & Mascarpone;₹595
Tickled Pink;Spaghetti Bolognese;;Spiced Keema Curry, Spaghetti, Parmesan, Chilli Fllakes;₹595
Tickled Pink;Rajma Chawal Chef'S Signature;;Red kidney Beans In A Thick Gravy With Whole Indian Spices , Served in a Cooker with Basmati Rice, Papad, Green Chilli Pickle;₹425
Tickled Pink;Mexican Burrito Bowl;;Brown Rice, Refried Beans, Corn, Pico De Gallo, Homade Sour Cream & Guacamole;₹495
Tickled Pink;Traditional Tp Thai Curry;;Red Or Green Curry, Jasmine Rice & Asian Greens;₹445
Tickled Pink;Chicken Curry;;Skewered Pieces of Charcoal Smoke Chicken Gravy With Whole Indian Spices , Served in a Cooker with Basmati Rice;₹495
Tickled Pink;T.P. Laksa;;Spiced Idli, Inspired By Burmese Khow Suey;₹595
Tickled Pink;Railway Meat Curry Chef'S Signature;;Succulent Pieces Of MuttorN Slowly Simmered In Whole Indian Spice, Served in Cooker with Basmati Rice;₹595
Tickled Pink;Daal Tadka;;Yellow Daal, Punjabi Tempering, Green Chilli;₹395
Tickled Pink;Pindi Chole;;Kabuli Channa, Dry Mango Powder, Desi Ghee, Ginger, Green Chilli;₹425
Tickled Pink;Smoked Dal Makhani;;Black Urad Dal, Red Beans, Butter & Cream;₹395
Tickled Pink;Paneer Lababdar;;Cottage Cheese Cubes, Capsicum Gravy, Masala Onions;₹425
Tickled Pink;Black Pepper Mushroom Masala;;Stirred Fried Mushroom, Spiced Black Pepper Gravy;₹425
Tickled Pink;Smoked Paneer Makhan Wala;;Dhuan Paneer Tikka, Tomato Cashew Sauce, Lots of Butter;₹425
Tickled Pink;Tawa Soya Chaap;;Bhuna Masala Soya Chaap, Sirka Onions, Ulta Tawa Parantha, Mint Ketchup;₹425
Tickled Pink;Paneer Kali Mirch;;Dhuan Paneer, Cashew Sauce, Kali Mirch Chunks, Lots of Butter;₹425
Tickled Pink;Malai Kofta;;Dhuan Mashed Paneer Rolled in Potato Balls, Cashew Sauce, Lots of Butter;₹455
Tickled Pink;Kadhai Paneer;;Onion, Paneer, Tomato Gravy, Bell Pepper, Kadhai Masala;₹455
Tickled Pink;Kadhai Mushroom;;Onion, Mushroom, Tomato Gravy, Bell Pepper, Kadhai Masala;₹455
Tickled Pink;Dum Veg Biryani;;Dum Biryani, Mirchi Salan, Burani Raita;₹395
Tickled Pink;Exotic Vegetables In Hot Garlic Sauce;;A Selection od Exotic vegetables cooked in Hot Garlic sauce;₹495
Tickled Pink;Oriental Veg Burger;;Spiced Paneer/Aloo Burger Patties, Tomato, Lettuce, Sliced Cheese, French Fries;₹395
Tickled Pink;Classic Spinach Florentine Veg;;Cottage Cheese, Spinach Stuffed, Parsley Butter Rice;₹495
Tickled Pink;Paneer In Hot Garlic Sauce;;Cottage Cheese Chunks cooked with Hot Garlic sauce;₹525
Tickled Pink;Special Oriental Veg Sizzler;;Oriental Vegies, Chinese & Garlic Sauce, Noodles/Rice, Sizzling;₹555
Tickled Pink;Tp Butter Naan;;;₹115
Tickled Pink;Plain Tandoori Roti;;;₹75
Tickled Pink;Butter Tandoori Roti;;;₹115
Tickled Pink;Tp Garlic Naan;;;₹115
Tickled Pink;Rumali Roti;;;₹115
Tickled Pink;Ulta Tawa Paratha;;;₹115
Tickled Pink;Malabar Paratha;;;₹115
Tickled Pink;Stuffed Kulcha Veg;;;₹145
Tickled Pink;Stuffed Kulcha Keema;;;₹225
Tickled Pink;Kesariya Paratha;;;₹115
Tickled Pink;Garlic Bread With Cheese;;;₹195
Tickled Pink;Steamed Rice;;;₹195
Tickled Pink;Hakka Noodles;;Hakka noodles.;₹225
Tickled Pink;Fried Rice;;;₹225
Tickled Pink;Chilli Garlic Noodles;;;₹225
Tickled Pink;Langcha;;Stuffed Gulab Jamun, Rabri, Cotton Candy;₹345
Tickled Pink;Tp Cigar Rolls;;Chef'S Special, Moong Daal Stuffed Rolls, Rabri;₹395
Tickled Pink;Apple Jalebi With Rabri;;Apple Infused Jalebi with Rabri;₹395
Tickled Pink;Sizzling Brownie;;Chocolate Brownie, Vanilla Ice Cream, Chocolate Sauce, Sizzling Plate;₹395
Tickled Pink;Rasmalai Tres Leches;;Saffron Soaked Vanilla Sponge, Rasmalai Milk, Fresh Cream;₹595
Tickled Pink;Nutella Waffle;;The Best Combination - Just Nutella and Whipped Cream with Vanilla Icecream;₹595
Masaki Cafe Couture;Classical Italian Minestrone Soup [o];4.21;(Minestrone is a luscious thick soup of Italian origin made by the summation of vegetables and pasta Ingredients include celery, carrots , beans , leafy vegetables , stock , Parmesan cheese and tomatoes).;₹330
Masaki Cafe Couture;Cream Of Mushroom;;(It?s a comfort soup where a roux ( table sauce ) is thinned with cream / milk and then fresh mushrooms and mushroom broth is added to it ) .;₹280
Masaki Cafe Couture;Chongqing Style Peking Soup;;Chongqing-style Peking Soup is a fusion dish that blends the rich, savory flavors of traditional Peking Duck soup with the bold, spicy profile characteristic of Chongqing cuisine.;₹280
Masaki Cafe Couture;Thyme Infused Mushroom Soup;;Thyme Infused Mushroom Soup is a flavorful and aromatic soup made from mushrooms and flavored with thyme. It’s a comforting dish that combines the earthiness of mushrooms with the subtle, herbal notes of thyme.;₹299
Masaki Cafe Couture;Thukpa Or Thuppa;;;₹370
Masaki Cafe Couture;Tom Yum Soup;;;₹370
Masaki Cafe Couture;Clear Soup Veg;;(Soup made with simmering veggies, or meat in a liquid until all the flavours are released.);₹280
Masaki Cafe Couture;Masakis Special Tacos;;;₹370
Masaki Cafe Couture;Avocado Tacos With Avocado Cream;;;₹370
Masaki Cafe Couture;Classical Nachos (Masakis Signature);;;₹399
Masaki Cafe Couture;Nashville Nachos (Masakis Signature);;;₹399
Masaki Cafe Couture;Classic Avocado Toastie (4 Pcs);;;₹340
Masaki Cafe Couture;Pesto Guacumole Avocado Toastie (4 Pcs);;;₹370
Masaki Cafe Couture;Beet Root Hummus Mushroom Toastie;;;₹399
Masaki Cafe Couture;Trio Mushroom Toastie (4 Pcs);;;₹310
Masaki Cafe Couture;Chicken Jalapeno Toastie (4 Pcs);;;₹399
Masaki Cafe Couture;Garlic Bread (4 Pcs);;;₹180
Masaki Cafe Couture;Cheese Jalapeno Poppers;;A Very Moreish And Finger Licking Starter Which Even Looks So Bewitching. Crispy Fried Cheese Bowls Presented In A Short Glass Accompanied With A Jalapeno Sauce;₹299
Masaki Cafe Couture;Cheese Spinach Cigar Roll;;Saute Cheese Spinach Rolled Tightly Into Spring Roll Sheets And Deep Fried To Hot And Crispy;₹340
Masaki Cafe Couture;Mushroom Duplex;;This Recipe For StuEd Mushrooms With Herbs And Cheese Is One Of Our Favorite Italian-Inspired Appetizers.;₹370
Masaki Cafe Couture;Smoky Corn;;Corn With Chili Sauce Adds A Spicy Kick To Traditional Corn On The Cob;₹229
Masaki Cafe Couture;Fish And Chips;;Crispy Slated Chilli Butter On Carrot. Papaya Salad As A Asian Salsa Verde;₹430
Masaki Cafe Couture;Fish Finger;;Crispy Fried Fish Fingers Served With Tartar Sauce;₹375
Masaki Cafe Couture;Crunchy Fried Chicken;;Deep Fried Chicken Which Is Very Dainty And Crispy Served With Masakis Special Sauce;₹375
Masaki Cafe Couture;Mexican Fries;;Deep Fried Potato Fries Topped With Chees Jalapino Salsa And Mexican Seasoning;₹295
Masaki Cafe Couture;Potato French Fries;;;₹199
Masaki Cafe Couture;Cheese Fries;;Deep Fried Potato Fries With Chees;₹295
Masaki Cafe Couture;Crunchy Bejing Style;;Veg Crishpy Is Basicully Fried Veggies Stir Fried In Schezwan Sauce Crishpy Fried Vegtable Is Served And Relished Starter And Appitizer Made In Bejing Style Chinees Spices;₹375
Masaki Cafe Couture;Corn Platter;;It'S An Array Of Corn Preperation Which Consists Of Steamed Masala Corn, Crispy Fried Corn Along With Chilli Babycorn;₹375
Masaki Cafe Couture;Drums Of Heaven (6 Pcs);;Fried Chicken Legs Tossed In Hot Garlic Sauce;₹515
Masaki Cafe Couture;Bbq Chicken Wings Chees (8 Pcs);;Fried Chicken Wings Tossed In A Sauce Of Your Preference;₹399
Masaki Cafe Couture;Quesadilla;;Mexican Dish Consisting Of A Tortilla That Is Filled Primarily With Cheese, Spices & Other Filling & Then Cooked On A Griddle Or Stone;₹345
Masaki Cafe Couture;Crispy Honey Chicken;;Crispy Chicken Are Double Fried Patatose Coated In A Sweet Honey Chilli Souce;₹435
Masaki Cafe Couture;Hunan Chicken;;This Hunan Chicken Is Thinly Sliced Chicken Breast Vegetable In A Savary And Spicy Souce;₹435
Masaki Cafe Couture;Mangolian Cottage Cheese;;This Mangolian Chicken Is Chicken Breast Is Cryshpy Slice Of Chicken Breast Stir Fried In Sweet And Savory Souce;₹375
Masaki Cafe Couture;Tai Chi Cottage Cheese;;Bonless Pices Of Fried Chicken Toast With Bell Papper Onion And Floverd With Schezwan Souce;₹375
Masaki Cafe Couture;Masaki Special Wrap;;It Is Made Of Spit-Roasted Layers Of Chicken/Fish/Paneer That Are Sliced And Often Wrapped In Or Served With Pita;₹315
Masaki Cafe Couture;Chilli Paneer Bao;;Also Known As Steamed Bun, Is A Complete Meal Conveniently Packed Away In A White,Warm, Soft Bun;₹430
Masaki Cafe Couture;Chicken Crystal Dimsum;;;₹455
Masaki Cafe Couture;Veg Crystal Dimsum;;;₹399
Masaki Cafe Couture;Siu Mai Dimsum;;Traditional Siu Mai Is Made Of Vegies Filling Wrapped In Thin Yellow Wonton Egg Wrapper & Steamed In Bamboo Steamer;₹455
Masaki Cafe Couture;Veg Dumplings;;;₹399
Masaki Cafe Couture;Chicken Dumplings;;;₹455
Masaki Cafe Couture;Prawns Dumplings;;;₹510
Masaki Cafe Couture;Veg Sandwich;;;₹340
Masaki Cafe Couture;Mumbai Grilled Sandwich;;(This Sandwich Is Made With Green Chutney, Butter, Potatoes, Tomatoes, Cucumber, Onions, Grated Cheese And Chaat Masala);₹315
Masaki Cafe Couture;Chicken Club Sandwich;;(A Quick & Easy Chicken Sandwich Made With Chicken, Bread, Fried Eggs, Lettuce, Tomatoes, Mayo & Processed Cheese);₹375
Masaki Cafe Couture;Mushroom Sandwich;;;₹375
Masaki Cafe Couture;Spinach Corn Sandwich;;;₹375
Masaki Cafe Couture;Chicken Salami Sandwich;;;₹395
Masaki Cafe Couture;Egg & Cheese Sandwich;;;₹285
Masaki Cafe Couture;Bbq Chicken Sandwich;;(Grilled Chicken Breast Cut In To Julliennes And Tossed In Bbq Sauce Alongwith Caramelised Onion);₹395
Masaki Cafe Couture;Masakis Signature Veg Burger;;(Veg Burger Consist Of Mix Veg Patty, Slices Of Onion And Tomato With Mixed Lettuce Served With Fries);₹340
Masaki Cafe Couture;Bbq Potato Chips Burger;;(A Buttery Toasted Bun, Bbq Sauce, Grilled Burger Patty Topped With Cheddar Cheese & Finished With Crunchy Potato Chips);₹315
Masaki Cafe Couture;Bbq Chicken Burger;;;₹399
